chuwi,corebook,pro,laptop,ultrabook,13,pollici,win,10,notebook,portatile,intel,core,i3-6157u,fino,"2,4",ghz,gb,ram,256,gb,ssd,2160,1440,2k,type-c,2.4g/5g,wifi
laptop,14,pollici,intel,celeron,64,bit,gb,ram,ddr3,64,gb,emmc,batteria,10000,mah,webcam,hd,sistema,operativo,windows,10,preinstallato,display,ips,1366,768,fhd,notebook
kuu,xbook,notebook,computer,portatile,"14,1",pollice,pc,portatile,intel,celeron,j4115,schermo,hd,1920,1080,ips,windows,10,notebook,ultrasottile,cornice,stretta,8gb,ram+512gb,rom
acer,aspire,a515-54-p1vy,computer,portatile,argento,"39,6",cm,15.6,1920,1080,pixel,intel,pentium,gold,gb,ddr4,256,gb,ssd,wi-fi,windows,10,home,tastiera,tedesca
hp,255,g7,computer,portatile,nero,"39,6",cm,15.6,1366,768,pixel,amd,athlon,silver,gb,ddr4-sdram,256,gb,ssd,wi-fi,802.11ac,freedos
acer,aspire,a114-32-c2a6,notebook,processore,intel,celeron,n4020,ram,gb,ddr4,emmc,64,gb,display,14,hd,led,lcd,scheda,grafica,intel,uhd,600,microsoft,365,windows,10,home,mode,nero
acer,chromebook,314,cb314-1h-c2w1,notebook,pc,portatile,processore,intel,celeron,n4000,ram,4gb,ddr4,emmc,64,gb,display,14,full,hd,led,lcd,scheda,grafica,intel,chrome,os,silver,cb
huawei,matebook,13,laptop,fullview,display,2k,13,pollici,amd,ryzen,3500u,8gb,ram,512gb,ssd,windows,10,home,multi-screen,collaboration,fingerprint,unlock,fast,charging,grigio,space,grey
computer,portatile,acer,a315-56-3804,nero,intel,core,i3-1005g1,gb,256,gb,ssd,intel,hd,graphics,"15,6",fhd,mate,win10,modalità
easy,to,learn,hard,to,master,the,fate,of,atari
bmax,y13,notebook,touchscreen,convertible,laptop,13.3,pollici,1920x1080,fhd,blacklit,keyboard,intel,quad,core,n4120,8gb,ram,256gb,ssd,windows,10,home,type
